T_C,0,1,2,3,4,7,10
26,0.0,0.008,0.016,0.024,0.032,0.056,0.08
100,0.0,0.008,0.016,0.024,0.032,0.056,0.08
200,0.0,0.008,0.016,0.024,0.032,0.056,0.08
300,0.0,0.008,0.016,0.024,0.032,0.056,0.08
400,0.0,0.008,0.016,0.024,0.032,0.056,0.08
500,0.0,0.008,0.016,0.024,0.032,0.056,0.08
600,0.0,0.008,0.016,0.024,0.032,0.056,0.08
700,0.0,0.008,0.016,0.024,0.032,0.056,0.08
800,0.0,0.008,0.016,0.024,0.032,0.056,0.08
